191																																																																																																																													7817503914	184595064	Wood	186	A																				7610375698	8091	SoulCrystal	208	A																				7610375698	8091	BonesBlock	273	A																				7610375698	8091	Wax	477	A																				7610375698	761037569765	8091	Mushroom	870	A																				7610375698	8091	MagicScrolls	967	A																				7610375698	761037569765	8091	SoulCrystal2	1379	A																				7610375698	8091	EvilHoney	1563	A																				7610375698	761037569765	8091	Mushroom2	1632	A																				7610375698	77262674825	Mushroom	1768	A																				7610375698	761037569765	32338558543678	MagicScrolls	1904	A																				4762263297	476226329651	18787614771832	Mushroom2	1949	A																				845859017	84585901747	4066517735301	Mushroom2	1994	A																				291726065	29172606511	880184456173	Mushroom2	2040	A																																
192																																																																																																																													8521079267	221514077	Wood	186	A																				8295309510	9305	SoulCrystal	208	A																				8295309510	9305	BonesBlock	273	A																				8295309510	9305	Wax	477	A																				8295309510	829530951044	9305	Mushroom	870	A																				8295309510	9305	MagicScrolls	967	A																				8295309510	829530951044	9305	SoulCrystal2	1379	A																				8295309510	9305	EvilHoney	1563	A																				8295309510	829530951044	9305	Mushroom2	1632	A																				8295309510	90397329545	Mushroom	1768	A																				8295309510	829530951044	37836113496104	MagicScrolls	1904	A																				4905131195	490513119541	19914871658142	Mushroom2	1949	A																				871234788	87123478800	4310508799419	Mushroom2	1994	A																				300477847	30047784706	932995523543	Mushroom2	2040	A																																
193																																																																																																																													9287976401	265816892	Wood	186	A																				9041887366	10701	SoulCrystal	208	A																				9041887366	10701	BonesBlock	273	A																				9041887366	10701	Wax	477	A																				9041887366	904188736638	10701	Mushroom	870	A																				9041887366	10701	MagicScrolls	967	A																				9041887366	904188736638	10701	SoulCrystal2	1379	A																				9041887366	10701	EvilHoney	1563	A																				9041887366	904188736638	10701	Mushroom2	1632	A																				9041887366	105764875567	Mushroom	1768	A																				9041887366	904188736638	44268252790441	MagicScrolls	1904	A																				5052285131	505228513127	21109763957630	Mushroom2	1949	A																				897371832	89737183164	4569139327384	Mushroom2	1994	A																				309492182	30949218247	988975254956	Mushroom2	2040	A																																
194																																																																																																																													10123894277	318980270	Wood	186	A																				9855657229	12306	SoulCrystal	208	A																				9855657229	12306	BonesBlock	273	A																				9855657229	12306	Wax	477	A																				9855657229	985565722936	12306	Mushroom	870	A																				9855657229	12306	MagicScrolls	967	A																				9855657229	985565722936	12306	SoulCrystal2	1379	A																				9855657229	12306	EvilHoney	1563	A																				9855657229	985565722936	12306	Mushroom2	1632	A																				9855657229	123744904414	Mushroom	1768	A																				9855657229	985565722936	51793855764816	MagicScrolls	1904	A																				5203853685	520385368521	22376349795088	Mushroom2	1949	A																				924292987	92429298658	4843287687027	Mushroom2	1994	A																				318776948	31877694794	1048313770253	Mushroom2	2040	A																																
195																																																																																																																													11035044762	382776324	Wood	186	A																				10742666380	14151	SoulCrystal	208	A																				10742666380	14151	BonesBlock	273	A																				10742666380	14151	Wax	477	A																				10742666380	1074266638000	14151	Mushroom	870	A																				10742666380	14151	MagicScrolls	967	A																				10742666380	1074266638000	14151	SoulCrystal2	1379	A																				10742666380	14151	EvilHoney	1563	A																				10742666380	1074266638000	14151	Mushroom2	1632	A																				10742666380	144781538164	Mushroom	1768	A																				10742666380	1074266638000	60598811244835	MagicScrolls	1904	A																				5359969296	535996929576	23718930782793	Mushroom2	1949	A																				952021776	95202177618	5133884948249	Mushroom2	1994	A																				328340256	32834025638	1111212596468	Mushroom2	2040	A																																
196																																																																																																																													12028198790	459331589	Wood	186	A																				11709506354	16274	SoulCrystal	208	A																				11709506354	16274	BonesBlock	273	A																				11709506354	16274	Wax	477	A																				11709506354	1170950635420	16274	Mushroom	870	A																				11709506354	16274	MagicScrolls	967	A																				11709506354	1170950635420	16274	SoulCrystal2	1379	A																				11709506354	16274	EvilHoney	1563	A																				11709506354	1170950635420	16274	Mushroom2	1632	A																				11709506354	169394399652	Mushroom	1768	A																				11709506354	1170950635420	70900609156457	MagicScrolls	1904	A																				5520768375	552076837464	25142066629761	Mushroom2	1949	A																				980582429	98058242947	5441918045144	Mushroom2	1994	A																				338190464	33819046407	1177885352256	Mushroom2	2040	A																																
197																																																																																																																													13110736681	551197907	Wood	186	A																				12763361926	18715	SoulCrystal	208	A																				12763361926	18715	BonesBlock	273	A																				12763361926	18715	Wax	477	A																				12763361926	1276336192608	18715	Mushroom	870	A																				12763361926	18715	MagicScrolls	967	A																				12763361926	1276336192608	18715	SoulCrystal2	1379	A																				12763361926	18715	EvilHoney	1563	A																				12763361926	1276336192608	18715	Mushroom2	1632	A																				12763361926	198191447593	Mushroom	1768	A																				12763361926	1276336192608	82953712713054	MagicScrolls	1904	A																				5686391426	568639142588	26650590627547	Mushroom2	1949	A																				1009999902	100999990235	5768433127852	Mushroom2	1994	A																				348336178	34833617800	1248558473392	Mushroom2	2040	A																																
198																																																																																																																													14290702983	661437488	Wood	186	A																				13912064499	21523	SoulCrystal	208	A																				13912064499	21523	BonesBlock	273	A																				13912064499	21523	Wax	477	A																				13912064499	1391206449942	21523	Mushroom	870	A																				13912064499	21523	MagicScrolls	967	A																				13912064499	1391206449942	21523	SoulCrystal2	1379	A																				13912064499	21523	EvilHoney	1563	A																				13912064499	1391206449942	21523	Mushroom2	1632	A																				13912064499	231883993684	Mushroom	1768	A																				13912064499	1391206449942	97055843874274	MagicScrolls	1904	A																				5856983169	585698316865	28249626065200	Mushroom2	1949	A																				1040299899	104029989942	6114539115523	Mushroom2	1994	A																				358786263	35878626334	1323471981795	Mushroom2	2040	A																																
199																																																																																																																													15576866251	793724986	Wood	186	A																				15164150304	24751	SoulCrystal	208	A																				15164150304	24751	BonesBlock	273	A																				15164150304	24751	Wax	477	A																				15164150304	1516415030437	24751	Mushroom	870	A																				15164150304	24751	MagicScrolls	967	A																				15164150304	1516415030437	24751	SoulCrystal2	1379	A																				15164150304	24751	EvilHoney	1563	A																				15164150304	1516415030437	24751	Mushroom2	1632	A																				15164150304	271304272610	Mushroom	1768	A																				15164150304	1516415030437	113555337332900	MagicScrolls	1904	A																				6032692664	603269266371	29944603629112	Mushroom2	1949	A																				1071508896	107150889641	6481411462455	Mushroom2	1994	A																				369549851	36954985124	1402880300703	Mushroom2	2040	A																																
200																																																																																																																													16978784214	952469983	Wood	186	A																				16528923832	28464	SoulCrystal	230	A																				16528923832	28464	BonesBlock	273	A																				16528923832	28464	Wax	477	A																				16528923832	1652892383177	28464	Mushroom	937	A																				16528923832	28464	MagicScrolls	967	A																				16528923832	1652892383177	28464	SoulCrystal2	1379	A																				16528923832	28464	EvilHoney	1563	A																				16528923832	1652892383177	28464	Mushroom2	1722	A																				16528923832	317425998954	Mushroom	1768	A																				16528923832	1652892383177	132859744679493	MagicScrolls	1904	A																				6213673444	621367344362	31741279846858	Mushroom2	1949	A																				1103654163	110365416330	6870296150202	Mushroom2	1994	A																				380636347	38063634677	1487053118745	Mushroom2	2040	A																																
201																																																																																																																													37013749586	1142963980	Wood	221	A																				36033053953	32733	SoulCrystal	273	A																				36033053953	32733	BonesBlock	435	A																				36033053953	32733	Wax	549	A																				36033053953	3603305395325	32733	Mushroom	933	A																				36033053953	32733	MagicScrolls	1249	A																				36033053953	3603305395325	32733	SoulCrystal2	1429	A																				36033053953	32733	EvilHoney	1586	A																				36033053953	3603305395325	32733	Mushroom2	1627	A																				36033053953	371388418776	Mushroom	1670	A																				36033053953	3603305395325	155445901275007	MagicScrolls	1798	A																				12427346887	1242734688725	33645756637670	Mushroom2	1841	A																				2207308327	220730832659	7282513919214	Mushroom2	1884	A																				761272694	76127269355	1576276305870	Mushroom2	1926	A																																
202																																																																																																																													40344987048	1371556776	Wood	221	A																				39276028809	37643	SoulCrystal	273	A																				39276028809	37643	BonesBlock	435	A																				39276028809	37643	Wax	549	A																				39276028809	3927602880904	37643	Mushroom	933	A																				39276028809	37643	MagicScrolls	1249	A																				39276028809	3927602880904	37643	SoulCrystal2	1429	A																				39276028809	37643	EvilHoney	1586	A																				39276028809	3927602880904	37643	Mushroom2	1627	A																				39276028809	434524449968	Mushroom	1670	A																				37114045572	3711404557159	164772655351507	Mushroom2	1798	A																				12800167294	1280016729386	35664502035930	Mushroom2	1841	A																				2273527576	227352757639	7719464754367	Mushroom2	1884	A																				784110874	78411087435	1670852884222	Mushroom2	1926	A																																
203																																																																																																																													43976035883	1645868131	Wood	221	A																				42810871402	43289	SoulCrystal	273	A																				42810871402	43289	BonesBlock	435	A																				42810871402	43289	Wax	549	A																				42810871402	4281087140186	43289	Mushroom	933	A																				42810871402	43289	MagicScrolls	1249	A																				42810871402	4281087140186	43289	SoulCrystal2	1429	A																				42810871402	43289	EvilHoney	1586	A																				42810871402	4281087140186	43289	Mushroom2	1627	A																				42810871402	508393606462	Mushroom	1670	A																				38227466939	3822746693874	174659014672598	Mushroom2	1798	A																				13184172313	1318417231268	37804372158086	Mushroom2	1841	A																				2341733404	234173340368	8182632639629	Mushroom2	1884	A																				807634201	80763420058	1771104057275	Mushroom2	1926	A																																
204																																																																																																																													47933879112	1975041757	Wood	221	A																				46663849828	49783	SoulCrystal	273	A																				46663849828	49783	BonesBlock	435	A																				46663849828	49783	Wax	549	A																				46663849828	4666384982802	49783	Mushroom	933	A																				46663849828	49783	MagicScrolls	1249	A																				46663849828	4666384982802	49783	SoulCrystal2	1429	A																				46663849828	49783	EvilHoney	1586	A																				46663849828	4666384982802	49783	Mushroom2	1627	A																				46663849828	594820519561	Mushroom	1670	A																				39374290947	3937429094690	185138555552954	Mushroom2	1798	A																				13579697482	1357969748206	40072634487571	Mushroom2	1841	A																				2411985406	241198540579	8673590598007	Mushroom2	1884	A																				831863227	83186322660	1877370300712	Mushroom2	1926	A																																
205																																																																																																																													52247928232	2370050109	Wood	221	A																				50863596313	57250	SoulCrystal	273	A																				50863596313	57250	BonesBlock	435	A																				50863596313	57250	Wax	549	A																				50863596313	5086359631255	57250	Mushroom	933	A																				50863596313	57250	MagicScrolls	1249	A																				50863596313	5086359631255	57250	SoulCrystal2	1429	A																				50863596313	57250	EvilHoney	1586	A																				50863596313	5086359631255	57250	Mushroom2	1627	A																				50863596313	695940007886	Mushroom	1670	A																				40555519675	4055551967531	196246868886131	Mushroom2	1798	A																				13987088407	1398708840652	42476992556825	Mushroom2	1841	A																				2484344968	248434496797	9194006033887	Mushroom2	1884	A																				856819123	85681912340	1990012518755	Mushroom2	1926	A																																
206																																																																																																																													56950241773	2844060130	Wood	221	A																				55441319981	65838	SoulCrystal	273	A																				55441319981	65838	BonesBlock	435	A																				55441319981	65838	Wax	549	A																				55441319981	5544131998068	65838	Mushroom	933	A																				55441319981	65838	MagicScrolls	1249	A																				55441319981	5544131998068	65838	SoulCrystal2	1429	A																				55441319981	65838	EvilHoney	1586	A																				55441319981	5544131998068	65838	Mushroom2	1627	A																				55441319981	814249809227	Mushroom	1670	A																				41772185266	4177218526557	208021681019299	Mushroom2	1798	A																				14406701059	1440670105872	45025612110235	Mushroom2	1841	A																				2558875317	255887531701	9745646395920	Mushroom2	1884	A																				882523697	88252369710	2109413269880	Mushroom2	1926	A																																
207																																																																																																																													62075763533	3412872156	Wood	221	A																				60431038779	75714	SoulCrystal	273	A																				60431038779	75714	BonesBlock	435	A																				60431038779	75714	Wax	549	A																				60431038779	6043103877894	75714	Mushroom	933	A																				60431038779	75714	MagicScrolls	1249	A																				60431038779	6043103877894	75714	SoulCrystal2	1429	A																				60431038779	75714	EvilHoney	1586	A																				60431038779	6043103877894	75714	Mushroom2	1627	A																				60431038779	952672276795	Mushroom	1670	A																				43025350824	4302535082353	220502981880457	Mushroom2	1798	A																				14838902090	1483890209048	47727148836849	Mushroom2	1841	A																				2635641577	263564157652	10330385179676	Mushroom2	1884	A																				908999408	90899940801	2235978066073	Mushroom2	1926	A																																
208																																																																																																																													67662582251	4095446588	Wood	221	A																				65869832269	87071	SoulCrystal	273	A																				65869832269	87071	BonesBlock	435	A																				65869832269	87071	Wax	549	A																				65869832269	6586983226904	87071	Mushroom	933	A																				65869832269	87071	MagicScrolls	1249	A																				65869832269	6586983226904	87071	SoulCrystal2	1429	A																				65869832269	87071	EvilHoney	1586	A																				65869832269	6586983226904	87071	Mushroom2	1627	A																				65869832269	1114626563850	Mushroom	1670	A																				44316111348	4431611134824	233733160793284	Mushroom2	1798	A																				15284069153	1528406915319	50590777767060	Mushroom2	1841	A																				2714710824	271471082381	10950208290456	Mushroom2	1884	A																				936269390	93626939025	2370136750037	Mushroom2	1926	A																																
209																																																																																																																													73752214653	4914535905	Wood	221	A																				71798117173	100131	SoulCrystal	273	A																				71798117173	100131	BonesBlock	435	A																				71798117173	100131	Wax	549	A																				71798117173	7179811717326	100131	Mushroom	933	A																				71798117173	100131	MagicScrolls	1249	A																				71798117173	7179811717326	100131	SoulCrystal2	1429	A																				71798117173	100131	EvilHoney	1586	A																				71798117173	7179811717326	100131	Mushroom2	1627	A																				71798117173	1304113079705	Mushroom	1670	A																				45645594689	4564559468869	247757150440881	Mushroom2	1798	A																				15742591228	1574259122779	53626224433083	Mushroom2	1841	A																				2796152149	279615214853	11607220787884	Mushroom2	1884	A																				964357472	96435747196	2512344955039	Mushroom2	1926	A																																
210																																																																																																																													80389913972	5897443086	Wood	221	A																				78259947719	115151	SoulCrystal	273	A																				78259947719	115151	BonesBlock	477	A																				78259947719	115151	Wax	549	A																				78259947719	7825994771885	115151	Mushroom	933	A																				78259947719	115151	MagicScrolls	1336	A																				78259947719	7825994771885	115151	SoulCrystal2	1429	A																				78259947719	115151	EvilHoney	1586	A																				78259947719	7825994771885	115151	Mushroom2	1627	A																				78259947719	1525812303255	Mushroom	1755	A																				47014962529	4701496252935	262622579467334	Mushroom2	1798	A																				16214868965	1621486896462	56843797899068	Mushroom2	1841	A																				2880036713	288003671298	12303654035157	Mushroom2	1884	A																				993288196	99328819612	2663085652342	Mushroom2	1926	A																																
211																																																																																																																													87625006229	7076931704	Wood	247	A																				85303343014	2000	BonesBlock	273	A																				85303343014	2000	Wax	477	A																				85303343014	2000	Potion2	549	A																				85303343014	8530334301354	2000	MagicScrolls	933	A																				85303343014	2000	SoulCrystal2	1336	A																				85303343014	8530334301354	2000	EvilHoney	1429	A																				85303343014	2000	Mushroom2	1586	A																				85303343014	8530334301354	42651671506772	Potion2	1627	A																				85303343014	1785200394808	Mushroom	1755	A																				48425411405	4842541140523	278379934235374	Mushroom2	1798	A																				16701315034	1670131503356	60254425773012	Mushroom2	1841	A																				2966437814	296643781437	13041873277266	Mushroom2	1884	A																				1023086842	102308684200	2822870791482	Mushroom2	1926	A																																
212																																																																																																																													95511256790	8492318044	Wood	247	A																				92980643885	2300	BonesBlock	273	A																				92980643885	2300	Wax	477	A																				92980643885	2300	Potion2	549	A																				92980643885	9298064388476	2300	MagicScrolls	933	A																				92980643885	2300	SoulCrystal2	1336	A																				92980643885	9298064388476	2300	EvilHoney	1429	A																				92980643885	2300	Mushroom2	1586	A																				92980643885	9298064388476	49902455662923	Potion2	1627	A																				92980643885	2088684461925	Mushroom	1755	A																				49878173747	4987817374738	295082730289497	Mushroom2	1798	A																				17202354485	1720235448457	63869691319393	Mushroom2	1841	A																				3055430949	305543094880	13824385673902	Mushroom2	1884	A																				1053779447	105377944726	2992243038971	Mushroom2	1926	A																																
213																																																																																																																													104107269901	10190781653	Wood	247	A																				101348901834	2645	BonesBlock	273	A																				101348901834	2645	Wax	477	A																				101348901834	2645	Potion2	549	A																				101348901834	10134890183439	2645	MagicScrolls	933	A																				101348901834	2645	SoulCrystal2	1336	A																				101348901834	10134890183439	2645	EvilHoney	1429	A																				101348901834	2645	Mushroom2	1586	A																				101348901834	10134890183439	58385873125620	Potion2	1627	A																				101348901834	2443760820453	Mushroom	1755	A																				51374518960	5137451895981	312787694106867	Mushroom2	1798	A																				17718425119	1771842511910	67701872798556	Mushroom2	1841	A																				3147093877	314709387727	14653848814336	Mushroom2	1884	A																				1085392831	108539283068	3171777621309	Mushroom2	1926	A																																
214																																																																																																																													113476924192	12228937984	Wood	247	A																				110470302999	3042	BonesBlock	273	A																				110470302999	3042	Wax	477	A																				110470302999	3042	Potion2	549	A																				110470302999	11047030299949	3042	MagicScrolls	933	A																				110470302999	3042	SoulCrystal2	1336	A																				110470302999	11047030299949	3042	EvilHoney	1429	A																				110470302999	3042	Mushroom2	1586	A																				110470302999	11047030299949	68311471556976	Potion2	1627	A																				110470302999	2859200159930	Mushroom	1755	A																				52915754529	5291575452860	331554955753279	Mushroom2	1798	A																				18249977873	1824997787268	71763985166470	Mushroom2	1841	A																				3241506694	324150669359	15533079743196	Mushroom2	1884	A																				1117954616	111795461560	3362084278588	Mushroom2	1926	A																																
215																																																																																																																													123689847370	14674725581	Wood	247	A																				120412630269	3498	BonesBlock	273	A																				120412630269	3498	Wax	477	A																				120412630269	3498	Potion2	549	A																				120412630269	12041263026944	3498	MagicScrolls	933	A																				120412630269	3498	SoulCrystal2	1336	A																				120412630269	12041263026944	3498	EvilHoney	1429	A																				120412630269	3498	Mushroom2	1586	A																				120412630269	12041263026944	79924421721662	Potion2	1627	A																				120412630269	3345264187118	Mushroom	1755	A																				54503227164	5450322716446	351448253098475	Mushroom2	1798	A																				18797477209	1879747720886	76069824276458	Mushroom2	1841	A																				3338751894	333875189439	16465064527788	Mushroom2	1884	A																				1151493254	115149325407	3563809335303	Mushroom2	1926	A																																
216																																																																																																																													134821933633	17609670697	Wood	247	A																				131249766994	4023	BonesBlock	273	A																				131249766994	4023	Wax	477	A																				131249766994	4023	Potion2	549	A																				131249766994	13124976699369	4023	MagicScrolls	933	A																				131249766994	4023	SoulCrystal2	1336	A																				131249766994	13124976699369	4023	EvilHoney	1429	A																				131249766994	4023	Mushroom2	1586	A																				131249766994	13124976699369	93511573414344	Potion2	1627	A																				131249766994	3913959098928	Mushroom	1755	A																				56138323979	5613832397939	372535148284384	Mushroom2	1798	A																				19361401525	1936140152512	80634013733046	Mushroom2	1841	A																				3438914451	343891445123	17452968399455	Mushroom2	1884	A																				1186038052	118603805169	3777637895421	Mushroom2	1926	A																																
217																																																																																																																													146955907660	21131604836	Wood	247	A																				143062246023	4626	BonesBlock	273	A																				143062246023	4626	Wax	477	A																				143062246023	4626	Potion2	549	A																				143062246023	14306224602312	4626	MagicScrolls	933	A																				143062246023	4626	SoulCrystal2	1336	A																				143062246023	14306224602312	4626	EvilHoney	1429	A																				143062246023	4626	Mushroom2	1586	A																				143062246023	14306224602312	109408540894783	Potion2	1627	A																				143062246023	4579332145745	Mushroom	1755	A																				57822473699	5782247369877	394887257181447	Mushroom2	1798	A																				19942243571	1994224357088	85472054557028	Mushroom2	1841	A																				3542081885	354208188476	18500146503423	Mushroom2	1884	A																				1221619193	122161919324	4004296169147	Mushroom2	1926	A																																
218																																																																																																																													160181939349	25357925804	Wood	247	A																				155937848165	5320	BonesBlock	273	A																				155937848165	5320	Wax	477	A																				155937848165	5320	Potion2	549	A																				155937848165	15593784816520	5320	MagicScrolls	933	A																				155937848165	5320	SoulCrystal2	1336	A																				155937848165	15593784816520	5320	EvilHoney	1429	A																				155937848165	5320	Mushroom2	1586	A																				155937848165	15593784816520	128007992846896	Potion2	1627	A																				155937848165	5357818610522	Mushroom	1755	A																				59557147910	5955714790974	418580492612334	Mushroom2	1798	A																				20540510878	2054051087800	90600377830450	Mushroom2	1841	A																				3648344341	364834434131	19610155293628	Mushroom2	1884	A																				1258267769	125826776904	4244553939295	Mushroom2	1926	A																																
219																																																																																																																													174598313891	30429510964	Wood	247	A																				169972254500	6118	BonesBlock	273	A																				169972254500	6118	Wax	477	A																				169972254500	6118	Potion2	549	A																				169972254500	16997225450007	6118	MagicScrolls	933	A																				169972254500	6118	SoulCrystal2	1336	A																				169972254500	16997225450007	6118	EvilHoney	1429	A																				169972254500	6118	Mushroom2	1586	A																				169972254500	16997225450007	149769351630868	Potion2	1627	A																				169972254500	6268647774311	Mushroom	1755	A																				61343862347	6134386234703	443695322169074	Mushroom2	1798	A																				21156726204	2115672620434	96036400500277	Mushroom2	1841	A																				3757794672	375779467154	20786764611246	Mushroom2	1884	A																				1296015802	129601580211	4499227175653	Mushroom2	1926	A																																
220																																																																																																																													190312162141	36515413157	Wood	247	A																				185269757405	7036	BonesBlock	273	A																				185269757405	7036	Wax	477	A																				185269757405	7036	Potion2	597	A																				185269757405	18526975740508	7036	MagicScrolls	933	A																				185269757405	7036	SoulCrystal2	1336	A																				185269757405	18526975740508	7036	EvilHoney	1518	A																				185269757405	7036	Mushroom2	1586	A																				185269757405	18526975740508	175230141408116	Potion2	1627	A																				185269757405	7334317895944	Mushroom	1755	A																				63184178217	6318417821744	470317041499218	Mushroom2	1798	A																				21791427990	2179142799047	101798584530294	Mushroom2	1841	A																				3870528512	387052851169	22033970487920	Mushroom2	1884	A																				1334896276	133489627618	4769180806192	Mushroom2	1926	A																																
																																																																																																																													207440256734	43818495789	Wood	247	A																				201944035572	8091	BonesBlock	273	A																				201944035572	8091	Wax	477	A																				201944035572	8091	Potion2	597	A																				201944035572	20194403557154	8091	MagicScrolls	933	A																				201944035572	8091	SoulCrystal2	1336	A																				201944035572	20194403557154	8091	EvilHoney	1518	A																				201944035572	8091	Mushroom2	1586	A																				201944035572	20194403557154	205019265447495	Potion2	1627	A																				201944035572	8581151938254	Mushroom	1755	A																						Infinity																									Infinity																									Infinity																									Infinity																																			
																																																																																																																													226109879840	52582194946	Wood	247	A																				220118998773	9305	BonesBlock	273	A																				220118998773	9305	Wax	477	A																				220118998773	9305	Potion2	597	A																				220118998773	22011899877297	9305	MagicScrolls	933	A																				220118998773	9305	SoulCrystal2	1336	A																				220118998773	22011899877297	9305	EvilHoney	1518	A																				220118998773	9305	Mushroom2	1586	A																				220118998773	22011899877297	239872540573569	Potion2	1627	A																				220118998773	10039947767757	Mushroom	1755	A																																																																																																																																				
																																																																																																																													246459769025	63098633936	Wood	247	A																				239929708663	10701	BonesBlock	273	A																				239929708663	10701	Wax	477	A																				239929708663	10701	Potion2	597	A																				239929708663	23992970866254	10701	MagicScrolls	933	A																				239929708663	10701	SoulCrystal2	1336	A																				239929708663	23992970866254	10701	EvilHoney	1518	A																				239929708663	10701	Mushroom2	1586	A																				239929708663	23992970866254	280650872471076	Potion2	1627	A																				239929708663	11746738888276	Mushroom	1755	A																																																																																																																																				
																																																																																																																													268641148237	75718360723	Wood	247	A																				261523382442	12306	BonesBlock	273	A																				261523382442	12306	Wax	477	A																				261523382442	12306	Potion2	597	A																				261523382442	26152338244217	12306	MagicScrolls	933	A																				261523382442	12306	SoulCrystal2	1336	A																				261523382442	26152338244217	12306	EvilHoney	1518	A																				261523382442	12306	Mushroom2	1586	A																				261523382442	26152338244217	328361520791159	Potion2	1627	A																				261523382442	13743684499283	Mushroom	1755	A																																																																																																																																				
																																																																																																																													292818851579	90862032867	Wood	247	A																				285060486862	14151	BonesBlock	273	A																				285060486862	14151	Wax	477	A																				285060486862	14151	Potion2	597	A																				285060486862	28506048686197	14151	MagicScrolls	933	A																				285060486862	14151	SoulCrystal2	1336	A																				285060486862	28506048686197	14151	EvilHoney	1518	A																				285060486862	14151	Mushroom2	1586	A																				285060486862	28506048686197	384182979325656	Potion2	1627	A																				285060486862	16080110864161	Mushroom	1755	A																																																																																																																																				
																																																																																																																													319172548221	109034439441	Wood	247	A																				310715930680	16274	BonesBlock	273	A																				310715930680	16274	Wax	477	A																				310715930680	16274	Potion2	597	A																				310715930680	31071593067954	16274	MagicScrolls	933	A																				310715930680	16274	SoulCrystal2	1336	A																				310715930680	31071593067954	16274	EvilHoney	1518	A																				310715930680	16274	Mushroom2	1586	A																				310715930680	31071593067954	449494085811018	Potion2	1627	A																				310715930680	18813729711068	Mushroom	1755	A																																																																																																																																				
																																																																																																																													347898077561	130841327329	Wood	247	A																				338680364441	18715	BonesBlock	273	A																				338680364441	18715	Wax	477	A																				338680364441	18715	Potion2	597	A																				338680364441	33868036444070	18715	MagicScrolls	933	A																				338680364441	18715	SoulCrystal2	1336	A																				338680364441	33868036444070	18715	EvilHoney	1518	A																				338680364441	18715	Mushroom2	1586	A																				338680364441	33868036444070	525908080398891	Potion2	1627	A																				338680364441	22012063761950	Mushroom	1755	A																																																																																																																																				
																																																																																																																													379208904541	157009592795	Wood	247	A																				369161597240	21523	BonesBlock	273	A																				369161597240	21523	Wax	477	A																				369161597240	21523	Potion2	597	A																				369161597240	36916159724037	21523	MagicScrolls	933	A																				369161597240	21523	SoulCrystal2	1336	A																				369161597240	36916159724037	21523	EvilHoney	1518	A																				369161597240	21523	Mushroom2	1586	A																				369161597240	36916159724037	615312454066702	Potion2	1627	A																				369161597240	25754114601481	Mushroom	1755	A																																																																																																																																				
																																																																																																																													413337705950	188411511354	Wood	247	A																				402386140992	24751	BonesBlock	273	A																				402386140992	24751	Wax	477	A																				402386140992	24751	Potion2	597	A																				402386140992	40238614099200	24751	MagicScrolls	933	A																				402386140992	24751	SoulCrystal2	1336	A																				402386140992	40238614099200	24751	EvilHoney	1518	A																				402386140992	24751	Mushroom2	1586	A																				402386140992	40238614099200	719915571258041	Potion2	1627	A																				402386140992	30132314083733	Mushroom	1755	A																																																																																																																																				
																																																																																																																													450538099485	226093813624	Wood	247	A																				438600893681	28464	BonesBlock	273	A																				438600893681	28464	Wax	477	A																				438600893681	28464	Potion2	597	A																				438600893681	43860089368128	28464	MagicScrolls	933	A																				438600893681	28464	SoulCrystal2	1336	A																				438600893681	43860089368128	28464	EvilHoney	1518	A																				438600893681	28464	Mushroom2	1677	A																				438600893681	43860089368128	842301218371908	Potion2	1627	A																				438600893681	35254807477968	Mushroom	1755	A																																																																																																																																				
																																																																																																																													982173056878	271312576349	Wood	394	A																				956149948225	32733	BonesBlock	435	A																				956149948225	32733	Wax	549	A																				956149948225	32733	Potion2	837	A																				956149948225	95614994822519	32733	MagicScrolls	1206	A																				956149948225	32733	SoulCrystal2	1384	A																				956149948225	95614994822519	32733	EvilHoney	1541	A																				956149948225	32733	Mushroom2	1584	A																				956149948225	95614994822519	985492425495133	Potion2	2081	A																				956149948225	41248124749222	Mushroom	2246	A																																																																																																																																				
																																																																																																																													1070568631997	325575091619	Wood	394	A																				1042203443565	37643	BonesBlock	435	A																				1042203443565	37643	Wax	549	A																				1042203443565	37643	Potion2	837	A																				1042203443565	104220344356545	37643	MagicScrolls	1206	A																				1042203443565	37643	SoulCrystal2	1384	A																				1042203443565	104220344356545	37643	EvilHoney	1541	A																				1042203443565	37643	Mushroom2	1584	A																				1042203443565	104220344356545	1153026137829310	Potion2	2081	A																					Infinity																																																																																																																																							
																																																																																																																													1166919808877	390690109943	Wood	394	A																				1136001753486	43289	BonesBlock	435	A																				1136001753486	43289	Wax	549	A																				1136001753486	43289	Potion2	837	A																				1136001753486	113600175348634	43289	MagicScrolls	1206	A																				1136001753486	43289	SoulCrystal2	1384	A																				1136001753486	113600175348634	43289	EvilHoney	1541	A																				1136001753486	43289	Mushroom2	1584	A																				1136001753486	113600175348634	1349040581260290	Potion2	2081	A																																																																																																																																																												
																																																																																																																													1271942591676	468828131931	Wood	394	A																				1238241911300	49783	BonesBlock	435	A																				1238241911300	49783	Wax	549	A																				1238241911300	49783	Potion2	837	A																				1238241911300	123824191130012	49783	MagicScrolls	1206	A																				1238241911300	49783	SoulCrystal2	1384	A																				1238241911300	123824191130012	49783	EvilHoney	1541	A																				1238241911300	49783	Mushroom2	1584	A																				1238241911300	123824191130012	1578377480074540	Potion2	2081	A																																																																																																																																																												
